price;lat;lng;bedrooms;area
922000;-37.8782;145.0649;3;138.0
4802500;-37.8756;145.0561;5;267.0
350000;-37.8769;145.0471;1;117.0
1555000;-37.8734;145.0887;3;150.0
2123000;-37.8707;145.0482;4;254.0
2800000;-37.8664;145.0452;4;809.0
2305000;-37.8691;145.0435;3;543.0
1700000;-37.8818;145.0548;4;110.0
2500000;-37.8733;145.0507;5;488.0
370000;-37.8801;145.0874;2;0.0
1150000;-37.8835;145.0886;2;119.0
1600000;-37.8915;145.0844;5;639.0
2001000;-37.8771;145.0505;4;243.0
1915000;-37.8807;145.0547;3;126.0
1690000;-37.8743;145.0588;4;334.0
1135000;-37.8812;145.057;3;130.0
1240000;-37.8822;145.0837;4;180.0
1120000;-37.8823;145.0839;3;151.0
1625000;-37.8769;145.052;3;87.0
1500000;-37.8799;145.0738;3;165.0
1400000;-37.8654;145.0412;2;312.0
707500;-37.8689;145.0504;2;83.0
835000;-37.865;145.0506;2;118.0
1870000;-37.8718;145.0404;3;152.0
1580000;-37.8834;145.0635;4;260.0
820000;-37.8823;145.0729;2;104.0
480000;-37.8811;145.0524;2;74.0
1420000;-37.8672;145.0432;2;348.0
1370000;-37.8704;145.0411;3;204.0
1680000;-37.8695;145.05;3;201.0
2960000;-37.8719;145.0511;5;798.0
2110000;-37.8805;145.0668;4;645.0
1300000;-37.8709;145.0565;3;323.0
1750000;-37.8657;145.0536;3;562.0
300000;-37.8764;145.0463;1;42.0
1100000;-37.875;145.0861;3;126.0
373000;-37.8728;145.0417;1;38.0
1230000;-37.8787;145.0807;3;822.0
536000;-37.8713;145.0515;2;0.0
2412000;-37.8846;145.087;2;1220.0
2560000;-37.8704;145.0503;4;337.0
960000;-37.8733;145.0883;3;114.0
315000;-37.8704;145.0495;1;46.0
1297000;-37.8722;145.067;3;147.0
1015000;-37.8689;145.06;3;134.0
523000;-37.8801;145.0874;2;62.0
1335000;-37.8831;145.0879;3;133.0
1055000;-37.866;145.0402;3;0.0
425000;-37.8804;145.0501;2;57.0
1670000;-37.8777;145.0608;3;155.0
1350000;-37.878;145.0666;4;90.0
1650000;-37.8814;145.0583;3;114.0
1550000;-37.8847;145.076;4;848.0
950000;-37.8752;145.0817;3;132.0
1782500;-37.8846;145.0861;3;126.0
2490000;-37.8738;145.0415;3;640.0
500000;-37.8767;145.0469;2;50.0
650000;-37.8828;145.0528;2;120.0
870000;-37.774;144.8744;3;392.0
635000;-37.7865;144.9008;2;0.0
975000;-37.763;144.8877;3;154.0
560000;-37.7746;144.8798;3;115.0
560000;-37.7719;144.8815;3;83.0
355000;-37.7716;144.882;2;88.0
550000;-37.7743;144.8797;3;138.0
420000;-37.773;144.8806;2;103.0
399000;-37.7679;144.8935;2;53.0
940000;-37.7839;144.8853;4;516.0
1105000;-37.7707;144.8924;3;142.0
730000;-37.7861;144.8897;3;132.0
425000;-37.7818;144.8859;2;170.0
662500;-37.768;144.8894;3;121.0
986500;-37.7798;144.8872;3;629.0
410000;-37.7736;144.8798;2;71.0
930000;-37.7859;144.8898;5;330.0
920000;-37.7823;144.887;3;110.0
1320000;-37.7662;144.8971;3;211.0
1150000;-37.7712;144.8763;5;286.0
680000;-37.7699;144.8791;3;225.0
990000;-37.7742;144.8755;5;433.0
330000;-37.7665;144.9004;2;950.0
1011000;-37.7867;144.8906;3;225.0
847000;-37.7697;144.878;3;200.0
400000;-37.7706;144.8805;2;87.0
1100000;-37.7648;144.8881;4;586.0
1072000;-37.7833;144.888;3;175.0
479000;-37.7691;144.8905;2;0.0
470000;-37.7692;144.8905;2;0.0
510000;-37.7693;144.8905;2;142.0
865000;-37.7855;144.8958;3;3.0
488000;-37.7752;144.8925;2;0.0
940000;-37.7822;144.892;4;325.0
570000;-37.7677;144.8925;3;128.0
335000;-37.7681;144.8979;2;99.0
1900000;-37.7682;144.8971;4;374.0
429000;-37.7732;144.8927;2;88.0
495000;-37.7752;144.8925;2;37000.0
820000;-37.7719;144.8767;3;275.0
456000;-37.7737;144.8816;3;95.0
566000;-37.7853;144.8944;2;80.0
408000;-37.7732;144.8927;2;84.0
1040000;-37.7858;144.8937;4;298.0
470000;-37.7853;144.8999;2;79.0
1460000;-37.769;144.8909;3;926.0
780000;-37.773;144.8947;3;184.0
675000;-37.7732;144.879;3;210.0
440000;-37.774;144.8797;2;85.0
1048700;-37.774;144.877;3;245.0
400000;-37.774;144.8797;2;85.0
1215000;-37.7799;144.8879;4;142.0
1180000;-37.7713;144.8937;4;166.0
1117000;-37.7822;144.8922;4;207.0
420000;-37.7678;144.8899;2;68.0
1000000;-37.7843;144.8939;5;98.0
770000;-37.7817;144.8916;4;231.0
905000;-37.7832;144.8864;3;696.0
1151000;-37.7819;144.8901;5;232.0
907000;-37.769;144.8935;3;124.0
570000;-37.7853;144.8944;2;204.0
820000;-37.7853;144.8972;3;160.0
940000;-37.7825;144.886;3;141.0
1030000;-37.7844;144.8876;4;196.0
1350000;-37.7676;144.9009;5;670.0
1230000;-37.7847;144.8962;3;215.0
460000;-37.772;144.8801;3;95.0
884500;-37.7848;144.8969;3;234.0
1010000;-37.7804;144.8878;3;594.0
820000;-37.7837;144.8888;3;539.0
820000;-37.7837;144.8887;3;176.0
330000;-37.7689;144.8981;2;0.0
427000;-37.8111;144.9715;1;0.0
1160500;-37.8157;144.9727;2;4230.0
780000;-37.8095;144.9691;2;85.0
535000;-37.808;144.9617;2;84.0
450000;-37.8091;144.9609;2;55.0
360000;-37.8138;144.9548;2;66.0
665000;-37.8106;144.9646;2;80.0
386000;-37.8127;144.9627;1;64.0
659000;-37.8157;144.9727;1;59.0
671000;-37.8089;144.967;2;0.0
545000;-37.8188;144.9544;2;67.0
450000;-37.8178;144.9607;1;57.0
432000;-37.8111;144.9715;1;51.0
400000;-37.8106;144.9646;1;0.0
210000;-37.8078;144.961;1;0.0
750000;-37.8095;144.9691;3;122.0
375000;-37.8161;144.9712;1;47.0
680000;-37.8132;144.9545;1;102.0
470000;-37.816;144.9535;2;55.0
650000;-37.8138;144.952;2;92.0
483000;-37.8106;144.9646;1;68.0
610000;-37.8114;144.961;3;0.0
700000;-37.8157;144.9727;1;64.0
520000;-37.8072;144.9623;1;68.0
440000;-37.8168;144.9691;1;65.0
436000;-37.8159;144.972;1;0.0
733000;-37.8166;144.9635;2;94.0
675000;-37.8161;144.9712;2;0.0
1630000;-37.8092;144.967;3;95.0
760000;-37.8095;144.9691;2;89.0
360000;-37.8211;144.9559;1;69.0
390000;-37.8077;144.9668;2;1751.0
2600000;-37.8499;144.957;3;133.0
2350000;-37.8516;144.9624;3;132.0
2956000;-37.8477;144.9607;3;300.0
535000;-37.8474;144.9625;2;58.0
400000;-37.8522;144.9678;1;0.0
1690000;-37.852;144.9654;2;145.0
1020000;-37.8468;144.9612;2;107.0
1515000;-37.8541;144.9665;3;98.0
700000;-37.8556;144.9669;2;67.0
2360000;-37.8507;144.9591;3;288.0
2005000;-37.8508;144.9589;3;220.0
702000;-37.8549;144.9662;2;0.0
3120000;-37.8518;144.9663;4;100.0
1025000;-37.8551;144.968;2;73.0
1920000;-37.8498;144.9628;2;82.0
2623000;-37.8536;144.9625;3;212.0
1500000;-37.847;144.9594;3;165.0
1630000;-37.8513;144.9586;2;113.0
1910000;-37.8474;144.9582;3;125.0
1320000;-37.8238;145.1135;2;115.0
2850000;-37.82;145.1118;4;1388.0
750000;-37.8161;145.1098;2;80.0
2588000;-37.812;145.1095;3;225.0
1955000;-37.8145;145.1131;5;424.0
1400000;-37.812;145.1074;5;25.0
665000;-37.8167;145.1118;2;1291.0
2714000;-37.8117;145.1061;5;1053.0
2350000;-37.8176;145.1117;6;2026.0
2200000;-37.8226;145.1103;4;199.0
660000;-37.8157;145.1101;2;146.0
1310000;-37.8167;145.107;3;148.0
540000;-37.8172;145.1114;2;0.0
2335000;-37.8118;145.1065;4;170.0
2000000;-37.8197;145.1106;3;626.0
1815000;-37.8195;145.1134;5;207.0
725000;-37.8161;145.1098;2;116.0
3900000;-37.8186;145.1134;4;327.0
666000;-37.8147;145.1032;2;0.0
1200000;-37.8192;145.111;3;152.0
1564000;-37.8173;145.1123;3;117.0
520000;-37.8161;145.1098;2;92.0
670000;-37.7672;144.9209;3;120.0
1715000;-37.7633;144.908;4;668.0
1055000;-37.7688;144.9054;3;189.0
348000;-37.7677;144.9221;2;63.0
1780000;-37.7617;144.9052;4;201.0
2150000;-37.77;144.9189;6;912.0
1730000;-37.7696;144.9229;5;584.0
1440000;-37.7698;144.9214;3;196.0
1225000;-37.7692;144.9057;4;120.0
1445000;-37.7617;144.9272;3;178.0
990000;-37.7658;144.9077;3;107.0
1400000;-37.761;144.9296;3;597.0
1550000;-37.7661;144.9076;3;258.0
1170000;-37.7585;144.928;3;102.0
1120000;-37.7659;144.9116;4;138.0
675000;-37.7694;144.9059;2;206.0
880000;-37.769;144.9057;3;315.0
1530000;-37.7702;144.9268;3;152.0
1350000;-37.7704;144.9199;4;447.0
832000;-37.7709;144.9334;3;111.0
420000;-37.7701;144.9079;2;82.0
2400000;-37.7629;144.9157;4;308.0
565000;-37.7672;144.9209;2;115.0
550000;-37.7617;144.9367;2;85.0
1211000;-37.7632;144.9292;3;146.0
2405000;-37.7696;144.9227;5;0.0
1395000;-37.7692;144.917;4;603.0
1630000;-37.77;144.913;3;199.0
1160000;-37.7674;144.9084;3;133.0
1065000;-37.7593;144.9276;3;395.0
1361500;-37.7698;144.9336;4;145.0
945000;-37.7639;144.9093;2;97.0
360000;-37.7652;144.9116;1;54.0
860000;-37.7695;144.9092;2;80.0
1260000;-37.7708;144.9234;3;253.0
1637000;-37.7701;144.9287;4;190.0
1505000;-37.7609;144.9296;3;168.0
515000;-37.7677;144.9221;2;111.0
1100000;-37.7683;144.9325;3;572.0
330000;-37.7715;144.916;2;39.0
1145000;-37.7615;144.9076;3;478.0
1322000;-37.7696;144.929;3;192.0
1015000;-37.7685;144.9183;2;125.0
750000;-37.7686;144.9068;2;0.0
1013000;-37.769;144.919;2;237.0
840000;-37.7704;144.9083;3;136.0
1150000;-37.7709;144.9151;4;481.0
1900000;-37.7625;144.9074;5;261.0
890500;-37.7631;144.9073;3;213.0
2340000;-37.7691;144.9321;5;372.0
1370000;-37.7702;144.9266;3;427.0
1400000;-37.7699;144.9149;3;160.0
1310000;-37.7609;144.9285;3;475.0
1833000;-37.7682;144.9151;4;583.0
855000;-37.7641;144.9112;3;274.0
930000;-37.7711;144.9122;2;305.0
1640000;-37.7601;144.9228;4;329.0
1480000;-37.7704;144.9292;3;142.0
672000;-37.7595;144.9317;2;230.0
410000;-37.7597;144.9188;2;59.0
980000;-37.7615;144.9333;5;168.0
1055000;-37.7642;144.9195;2;292.0
440000;-37.7715;144.9155;2;0.0
1435000;-37.7608;144.9322;3;633.0
1275000;-37.7649;144.9091;4;627.0
842500;-37.7607;144.9314;3;156.0
1345000;-37.7709;144.9288;4;193.0
265000;-37.758;144.9237;1;41.0
849000;-37.773;144.9335;2;95.0
1425000;-37.7701;144.9172;3;159.0
1345000;-37.7639;144.9126;3;287.0
330000;-37.7654;144.9094;3;54.0
726000;-37.761;144.9262;4;145.0
1250000;-37.7638;144.9175;3;222.0
870000;-37.7631;144.9357;3;152.0
801000;-37.7712;144.9254;2;133.0
1725000;-37.7609;144.905;3;203.0
415000;-37.7623;144.9211;1;0.0
650000;-37.7606;144.9236;3;0.0
600000;-37.7624;144.9365;2;81.0
1505000;-37.7627;144.9278;4;164.0
850000;-37.7682;144.9058;3;143.0
292000;-37.758;144.9237;1;45.0
956000;-37.7692;144.9042;2;435.0
1740000;-37.7613;144.9177;4;155.0
1683000;-37.7688;144.9291;3;222.0
574000;-37.7666;144.9184;2;159.0
470000;-37.7677;144.92;2;65.0
1130000;-37.7704;144.9162;3;145.0
730000;-37.7609;144.9308;2;217.0
831000;-37.7685;144.9186;2;0.0
930000;-37.7702;144.9091;3;132.0
800000;-37.7687;144.9203;2;207.0
1111000;-37.7693;144.9299;3;502.0
900000;-37.7651;144.9078;2;339.0
822500;-37.7627;144.9141;3;219.0
1400000;-37.7641;144.9265;3;595.0
336000;-37.7652;144.9116;1;50.0
800000;-37.7708;144.9093;2;120.0
1224000;-37.9376;145.0474;3;143.0
1020000;-37.9375;145.0474;3;771.0
1000000;-37.9428;145.044;3;150.0
380500;-37.9374;145.0388;1;51.0
930000;-37.9371;145.0578;4;4.0
1090000;-37.9368;145.0568;3;160.0
947500;-37.9416;145.058;4;16.0
836000;-37.9364;145.0559;3;165.0
1417250;-37.9418;145.0549;3;180.0
980000;-37.9404;145.046;3;119.0
1110000;-37.9386;145.0585;3;690.0
950000;-37.9424;145.0464;2;75.0
1140000;-37.9443;145.0448;4;242.0
750000;-37.9378;145.0385;3;123.0
931000;-37.9449;145.0459;3;313.0
1000000;-37.9382;145.0577;4;159.0
655000;-37.9412;145.0465;2;1202.0
1200000;-37.9398;145.0554;4;214.0
987000;-37.9404;145.0464;3;112.0
937000;-37.9426;145.0568;3;104.0
1426000;-37.9394;145.0408;4;218.0
1016000;-37.9443;145.0444;4;188.0
910000;-37.9412;145.0491;3;312.0
1385000;-37.9431;145.0407;4;807.0
785000;-37.9385;145.0397;3;169.0
901000;-37.9435;145.0522;2;133.0
1300000;-37.9362;145.0442;4;171.0
975000;-37.9363;145.0495;2;121.0
1070000;-37.9381;145.0534;4;140.0
639000;-37.9355;145.0485;2;79.0
605000;-37.9363;145.0564;2;68.0
960000;-37.9431;145.0484;3;115.0
725000;-37.939;145.0533;3;137.0
981000;-37.9361;145.0456;2;601.0
975000;-37.9378;145.0546;3;650.0
800000;-37.9429;145.0474;3;107.0
921000;-37.9407;145.0482;4;592.0
917000;-37.9387;145.0461;3;152.0
890000;-37.9369;145.0578;3;114.0
1008000;-37.9354;145.0464;3;160.0
1191000;-37.94;145.0449;2;97.0
1130000;-37.9378;145.057;4;638.0
776000;-37.9389;145.0467;2;101.0
1035000;-37.9411;145.043;3;161.0
920000;-37.9392;145.0481;3;653.0
1160000;-37.9395;145.0477;4;199.0
825000;-37.9454;145.0507;3;538.0
800000;-37.9374;145.0542;3;0.0
240000;-37.9428;145.0584;1;43.0
1105000;-37.9387;145.0398;3;187.0
1025000;-37.842;144.8902;3;195.0
826000;-37.8457;144.8651;2;100.0
900000;-37.8395;144.8787;3;176.0
962000;-37.8477;144.8753;3;179.0
800000;-37.846;144.8729;2;73.0
785000;-37.8447;144.8654;3;0.0
710000;-37.847;144.8788;4;108.0
920000;-37.8395;144.8825;3;296.0
940000;-37.8408;144.8893;3;172.0
655800;-37.8416;144.8651;2;102.0
1082000;-37.841;144.8874;4;165.0
1210000;-37.8414;144.892;3;144.0
880000;-37.834;144.8668;3;111.0
335000;-37.8413;144.8741;1;50.0
1260000;-37.8411;144.889;4;159.0
1400000;-37.8462;144.8944;3;195.0
995000;-37.849;144.8907;3;118.0
1380000;-37.839;144.8765;4;766.0
1220000;-37.85;144.8914;3;311.0
785000;-37.8447;144.8734;3;185.0
962000;-37.8446;144.8796;2;94.0
860000;-37.8344;144.8764;3;195.0
1220000;-37.8426;144.8731;5;681.0
930000;-37.8389;144.8779;3;307.0
930000;-37.8432;144.8764;3;343.0
800000;-37.8352;144.8661;3;138.0
1305000;-37.8459;144.8877;3;112.0
1060000;-37.8472;144.8707;3;130.0
485000;-37.8421;144.8821;2;65.0
950000;-37.8364;144.8769;3;224.0
910000;-37.8469;144.8872;2;264.0
810000;-37.847;144.8734;3;84.0
776000;-37.8476;144.8673;3;363.0
1002500;-37.8356;144.8785;3;501.0
807500;-37.8481;144.8666;3;157.0
1120000;-37.8414;144.8922;1;574.0
950000;-37.8431;144.8845;2;281.0
1620000;-37.8456;144.8741;4;233.0
923000;-37.8415;144.8852;3;118.0
1030000;-37.8471;144.8769;2;136.0
1046000;-37.8446;144.8861;3;125.0
716000;-37.8472;144.8754;3;268.0
740000;-37.8441;144.8805;2;127.0
970000;-37.839;144.8854;3;151.0
735000;-37.8436;144.8691;3;162.0
762000;-37.8349;144.8714;2;451.0
485000;-37.8413;144.8741;2;63.0
950000;-37.8414;144.8707;3;145.0
1280000;-37.8427;144.879;4;153.0
1040000;-37.8477;144.8706;3;198.0
922000;-37.8472;144.8907;2;380.0
2415000;-37.8463;144.8935;3;293.0
1115000;-37.8423;144.8795;4;163.0
1675000;-37.8468;144.8912;3;575.0
1176000;-37.8466;144.8636;3;111.0
1265000;-37.8366;144.8758;5;185.0
801000;-37.8414;144.8752;1;106.0
1185000;-37.8439;144.8715;3;771.0
770000;-37.8424;144.8653;3;132.0
1200000;-37.8426;144.89;3;288.0
993000;-37.8435;144.8788;3;158.0
901000;-37.8378;144.8657;3;557.0
650000;-37.8491;144.8903;2;62.0
891500;-37.8424;144.8754;3;130.0
3420000;-37.849;144.8947;4;757.0
805000;-37.8422;144.8784;3;104.0
680000;-37.8368;144.8768;2;101.0
827500;-37.8424;144.8653;4;221.0
793000;-37.845;144.8873;2;140.0
988000;-37.84;144.887;3;450.0
747000;-37.8413;144.8741;3;170.0
910000;-37.8409;144.8663;3;531.0
896000;-37.8501;144.8931;2;95.0
890000;-37.8475;144.8897;2;90.0
1199000;-37.841;144.8878;3;506.0
1100000;-37.8446;144.8859;3;293.0
2015000;-37.8366;144.8769;5;1017.0
930000;-37.8468;144.874;4;188.0
1151000;-37.8417;144.8896;2;120.0
820000;-37.8413;144.8741;4;204.0
670000;-37.8433;144.8725;2;190.0
1040000;-37.8394;144.8669;3;595.0
1316000;-37.8366;144.8773;4;539.0
816000;-37.8465;144.8714;2;104.0
945000;-37.8438;144.8806;4;190.0
643700;-37.8491;144.8903;1;45.0
760000;-37.8469;144.8766;2;109.0
881000;-37.8385;144.8824;6;190.0
900000;-37.835;144.8814;3;168.0
830000;-37.742;144.8885;3;236.0
780000;-37.7353;144.8907;3;274.0
1020000;-37.7423;144.8905;3;650.0
1330000;-37.7467;144.8872;1;846.0
1126000;-37.7429;144.888;4;150.0
1235000;-37.7473;144.8897;3;204.0
457000;-37.7467;144.8906;2;89.0
660000;-37.7465;144.8868;2;113.0
770000;-37.7335;144.8788;3;145.0
895500;-37.7413;144.8871;3;347.0
1350000;-37.7387;144.8827;4;242.0
820000;-37.7462;144.8873;3;180.0
617500;-37.74;144.8851;2;237.0
490000;-37.7415;144.8914;2;142.0
800000;-37.7452;144.8895;3;0.0
991000;-37.7368;144.8856;3;139.0
970000;-37.7377;144.888;3;167.0
657000;-37.7343;144.8783;2;104.0
710000;-37.7449;144.8869;3;140.0
840000;-37.7484;144.8892;3;603.0
975000;-37.7379;144.8854;3;822.0
600000;-37.7479;144.8868;3;164.0
875000;-37.7424;144.8851;4;321.0
785000;-37.7321;144.8771;3;620.0
840000;-37.7445;144.8834;3;180.0
1076000;-37.7412;144.8888;3;654.0
850000;-37.7317;144.8751;4;641.0
1400000;-37.7391;144.8875;4;290.0
1080000;-37.7444;144.8847;3;162.0
1065000;-37.734;144.8785;3;653.0
773000;-37.7324;144.8765;3;403.0
700000;-37.7389;144.887;3;202.0
760000;-37.7357;144.8908;3;198.0
1190000;-37.7378;144.8893;2;650.0
1015000;-37.736;144.8839;3;125.0
875000;-37.738;144.8816;3;656.0
1020000;-37.7352;144.8845;3;650.0
773000;-37.7383;144.8898;3;275.0
522500;-37.7328;144.8764;2;167.0
1100000;-37.7459;144.8906;3;655.0
1007000;-37.7433;144.891;2;646.0
1245000;-37.7386;144.8902;4;225.0
1155000;-37.7396;144.8887;3;653.0
746000;-37.741;144.8901;3;256.0
1160000;-37.748;144.8873;4;424.0
1105000;-37.7449;144.8899;3;119.0
591000;-37.74;144.8851;2;269.0
960000;-37.736;144.8809;3;645.0
815000;-37.7465;144.8867;3;203.0
2920000;-37.7958;144.944;4;276.0
1635000;-37.7967;144.9472;2;517.0
491000;-37.8044;144.9566;1;0.0
540000;-37.7994;144.9464;2;65.0
340000;-37.7916;144.9443;1;0.0
726000;-37.7936;144.9426;2;64.0
1340000;-37.7987;144.9497;3;129.0
1105000;-37.8018;144.9429;2;119.0
841000;-37.7953;144.9437;2;0.0
528500;-37.7988;144.9475;2;74.0
585000;-37.802;144.951;2;0.0
645000;-37.8055;144.9547;2;0.0
410000;-37.802;144.9516;1;55.0
550000;-37.7955;144.9492;2;54.0
470000;-37.7988;144.9478;2;0.0
470000;-37.8044;144.9566;2;57.0
475000;-37.7988;144.9475;2;0.0
640000;-37.802;144.9459;2;84.0
1330000;-37.7914;144.9439;3;246.0
720000;-37.8015;144.9526;2;98.0
888000;-37.8016;144.9486;2;0.0
1325000;-37.8014;144.949;3;139.0
368000;-37.8;144.9542;1;52.0
1300000;-37.804;144.9441;3;67.0
450000;-37.7988;144.9478;2;71.0
1385000;-37.7976;144.944;3;150.0
990000;-37.8016;144.9508;2;120.0
440000;-37.8004;144.9465;2;0.0
606000;-37.8022;144.9439;2;84.0
450000;-37.802;144.9516;1;60.0
1470000;-37.7977;144.9512;2;93.0
591500;-37.8004;144.9465;2;0.0
1300000;-37.8029;144.9452;2;0.0
1010000;-37.795;144.942;2;100.0
1266000;-37.8043;144.9437;2;106.0
620000;-37.8004;144.9544;2;69.0
540000;-37.7981;144.9461;2;0.0
1200000;-37.7959;144.9464;2;146.0
630000;-37.8055;144.9547;2;75.0
560000;-37.7997;144.9472;2;68.0
800000;-37.8014;144.9488;2;55.0
665500;-37.8009;144.9471;2;96.0
550055;-37.7926;144.9441;2;65.0
358000;-37.7971;144.9448;1;43.0
320000;-37.7955;144.9492;1;45.0
1000000;-37.8039;144.9424;3;170.0
598000;-37.8044;144.9566;2;85.0
950000;-37.802;144.951;2;2.0
1065000;-37.7994;144.9521;3;64.0
885000;-37.8044;144.9481;2;73.0
587134;-37.7976;144.9454;2;1.0
1286000;-37.7662;145.0096;2;108.0
1200000;-37.7759;144.9909;3;125.0
1382500;-37.7708;145.0054;3;188.0
630000;-37.7679;144.9994;2;0.0
1600000;-37.7805;145.004;4;179.0
1310000;-37.7744;145.0033;3;267.0
1035000;-37.7709;144.9964;2;140.0
1980000;-37.7664;145.0121;3;613.0
592000;-37.7828;145.0096;2;0.0
1335000;-37.7683;145.0156;3;520.0
1710000;-37.7798;144.9952;3;160.0
1590000;-37.7672;145.0095;4;484.0
2000000;-37.7813;145.0065;6;257.0
583000;-37.7793;144.9972;2;69.0
418000;-37.768;144.9895;2;1882.0
860000;-37.766;145.0039;3;213.0
650000;-37.7627;144.9898;2;100.0
1700000;-37.7807;144.9948;4;218.0
1575000;-37.7668;145.0149;2;126.0
950000;-37.7715;144.9951;2;73.0
1655000;-37.7765;145.0027;3;101.0
1950000;-37.7731;144.9967;4;608.0
905000;-37.763;144.9978;2;314.0
1255000;-37.7687;144.9922;3;156.0
601000;-37.7765;144.996;2;0.0
1020000;-37.763;144.9886;2;115.0
435000;-37.7842;144.9991;1;55.0
790000;-37.7651;145.0027;2;78.0
990000;-37.7739;145.0114;2;497.0
605000;-37.7828;145.0096;2;65.0
2270000;-37.7852;144.9975;4;440.0
385000;-37.7827;144.9999;1;41.0
900000;-37.7704;145.0067;2;367.0
1340000;-37.763;144.9966;4;0.0
1300000;-37.7741;145.0109;3;379.0
1310000;-37.7709;145.0057;4;282.0
1112000;-37.7732;144.9957;4;238.0
910000;-37.7681;144.9877;2;229.0
830000;-37.7626;144.9898;3;55.0
2100000;-37.7736;145.0004;4;0.0
1190000;-37.7652;145.0123;3;125.0
865000;-37.7825;145.0104;3;108.0
2175000;-37.7707;144.9924;5;186.0
1085000;-37.7704;145.0066;3;610.0
312000;-37.7783;144.9954;1;39.0
320000;-37.7827;144.9999;1;0.0
890000;-37.7663;145.0009;2;92.0
2700000;-37.7726;145.0048;4;331.0
1101000;-37.7784;145.0042;2;99.0
926000;-37.7709;145.0105;3;380.0
1050000;-37.7756;144.9891;3;106.0
1010000;-37.771;144.9974;3;124.0
2155000;-37.7784;145.0035;5;692.0
430000;-37.7813;145.0062;2;0.0
1900000;-37.7752;145.0032;3;174.0
888000;-37.7667;144.9909;2;102.0
1020000;-37.7638;144.9933;2;97.0
1160000;-37.7684;145.0099;2;425.0
844000;-37.7642;144.9963;2;106.0
1860000;-37.7792;144.9951;2;448.0
1676000;-37.7801;144.9954;3;401.0
900000;-37.7763;144.9967;3;138.0
1300000;-37.7745;145.0045;3;135.0
810000;-37.7648;145.0098;3;119.0
701000;-37.7711;145.013;2;109.0
410000;-37.7793;144.9972;1;0.0
1255000;-37.7762;145.003;2;120.0
665000;-37.7715;145.0075;2;76.0
1085000;-37.7661;145.0001;2;120.0
2315000;-37.7822;144.9935;3;143.0
1170000;-37.7666;145.0132;2;93.0
875000;-37.7736;145.0074;2;0.0
1715000;-37.7799;144.9937;3;143.0
1396500;-37.7636;144.9864;3;302.0
422000;-37.7827;144.9999;1;40.0
1474000;-37.7642;145.001;3;131.0
1340000;-37.7814;145.0039;3;165.0
980000;-37.77;145.0049;3;279.0
1035000;-37.7653;145.0014;2;102.0
460000;-37.7641;144.9958;2;65.0
1760000;-37.7673;145.0081;2;180.0
975000;-37.7815;145.0096;3;274.0
1095000;-37.7644;145.004;2;86.0
1121000;-37.7821;144.9995;3;0.0
370000;-37.7635;144.9934;2;0.0
1225000;-37.764;144.9976;3;135.0
2004000;-37.772;145.0039;3;569.0
1211000;-37.777;144.9922;2;100.0
4300000;-37.7763;144.9964;4;569.0
1400000;-37.7816;145.0141;3;335.0
770000;-37.7668;145.0063;2;115.0
1090000;-37.7733;145.0078;3;318.0
1830000;-37.7756;145.0082;3;654.0
1000000;-37.7663;145.0118;3;131.0
600000;-37.7833;145.0135;2;671.0
692000;-37.7765;144.9984;2;0.0
980000;-37.7678;144.9853;3;195.0
1310000;-37.7636;144.9872;4;355.0
1050000;-37.774;145.0081;2;100.0
1700000;-37.7701;144.9886;5;265.0
2160000;-37.7757;145.0119;3;90.0
1610000;-37.7771;145.0116;3;501.0
400000;-37.7831;145.0124;1;43.0
1420000;-37.7662;144.9889;3;137.0
1950000;-37.7762;145.0027;4;140.0
1820000;-37.7677;145.0085;5;230.0
1900000;-37.7763;145.0117;3;537.0
1080000;-37.7799;145.011;2;130.0
570000;-37.7766;144.9988;2;10.0
1450000;-37.7756;145.0002;3;489.0
1400000;-37.7651;145.0062;3;582.0
1340000;-37.7627;144.9986;2;108.0
340000;-37.7839;144.9991;1;0.0
1300000;-37.7642;145.0025;4;187.0
2340000;-37.7803;145.0063;4;231.0
1634000;-37.7789;144.9952;2;109.0
910000;-37.7665;144.9955;2;81.0
1650000;-37.7784;144.9959;4;168.0
1130000;-37.7671;145.0153;3;229.0
3850000;-37.7767;144.9996;4;1390.0
1510000;-37.7741;144.9971;3;165.0
1500000;-37.7825;145.0072;4;727.0
2315000;-37.7825;145.0073;3;750.0
892000;-37.718;144.9174;3;757.0
592000;-37.7137;144.9167;2;577.0
647000;-37.7232;144.9148;3;250.0
865000;-37.7209;144.9158;4;160.0
1350000;-37.7151;144.9194;4;237.0
476000;-37.7151;144.9191;2;85.0
830000;-37.7134;144.9096;4;616.0
706000;-37.7143;144.9092;3;111.0
920000;-37.7168;144.9171;4;179.0
522000;-37.7204;144.9131;2;91.0
358500;-37.7233;144.9168;3;0.0
690000;-37.7161;144.9165;3;137.0
800000;-37.7151;144.9157;4;589.0
770000;-37.7182;144.9244;3;138.0
1100000;-37.7207;144.9263;5;223.0
727500;-37.7152;144.9074;3;719.0
925000;-37.7151;144.9062;3;815.0
475000;-37.7232;144.9154;2;113.0
651000;-37.722;144.9169;3;113.0
770000;-37.722;144.9192;3;264.0
900000;-37.7187;144.914;3;705.0
815500;-37.718;144.9124;3;165.0
770000;-37.7152;144.9165;3;173.0
585500;-37.7218;144.9188;2;86.0
840000;-37.7143;144.9096;4;196.0
1005000;-37.7182;144.9246;4;780.0
